name,description,url,mistral_nemo_response,llama32_response,gemma2_response
"Orange. Ivre, elle attaque son mari au cou avec un morceau de tasse cassé","Dimanche 18 août, une femme de 65 ans a été envoyée en cellule de dégrisement à la suite d’une dispute avec son mari.",https://www.ledauphine.com/faits-divers-justice/2024/08/21/ivre-elle-attaque-son-mari-au-cou-avec-un-morceau-de-tasse-casse,Non,Non.,Non
Drôme. Attaque de la boutique Orange à Montélimar : quatre suspects âgés de 15 à 19 ans,Le plus jeune a 15 ans.,https://www.ledauphine.com/faits-divers-justice/2024/08/21/attaque-de-la-boutique-orange-a-montelimar-quatre-suspects-ages-de-15-a-19-ans,Non,Non,Oui
Montélimar. La boutique Orange encore attaquée : chasse à l’homme pour intercepter les braqueurs,"La boutique Orange, située route de Marseille, à Montélimar, a été la cible d’un nouveau braquage, ce lundi 19 août au matin, peu avant 10 heures.",https://www.ledauphine.com/faits-divers-justice/2024/08/19/la-boutique-orange-encore-attaquee-chasse-a-l-homme-pour-intercepter-les-braqueurs,Non,Non.,Oui
Une panne Orange empêche des clients de l’opérateur d’utiliser leur téléphone à l’étranger,"En raison d’un incident sur les services d’itinérance de l’opérateur, de nombreux abonnés ne peuvent plus se connecter au réseau lorsqu’ils se déplacent en Europe. Cela concerne aussi bien les appels et SMS que la 4G et la 5G.",https://www.lefigaro.fr/secteur/high-tech/une-panne-orange-empeche-des-clients-de-l-operateur-d-utiliser-leur-telephone-a-l-etranger-20240816,Non,Non.,Oui
Vous êtes abonné Orange et êtes à l'étranger ? Voici pourquoi vous avez du mal à utiliser vos services mobiles,Orange connaît des soucis avec ses services de roaming. Certains de ses abonnés voyageant actuellement en Europe ont du mal à utiliser leurs services mobiles.,https://www.clubic.com/actualite-534971-vous-etes-abonne-orange-et-etes-a-l-etranger-voici-pourquoi-vous-avez-du-mal-a-utiliser-vos-services-mobiles.html,Oui,Non,Oui
"Appels, internet… Le réseau mobile Orange perturbé dans certains pays européens","L’entreprise Orange a annoncé sur le réseau social X, anciennement Twitter, qu’un incident perturbe actuellement les services de roaming dans certains pays européens, ce jeudi 15 août.",https://www.ouest-france.fr/high-tech/numerique/appels-internet-le-reseau-mobile-orange-perturbe-dans-certains-pays-europeens-1f34656e-5b28-11ef-a277-648d7bcf43b0,Non,Non.,Oui
"4G, SMS, appels… la réseau mobile des abonnés Orange impossible dans certains pays étrangers",,https://www.leparisien.fr/high-tech/4g-sms-appels-la-connexion-mobile-des-abonnes-orange-impossible-dans-certains-pays-etrangers-15-08-2024-Y566PDYAQ5COTLJQBGDBCMBMWY.php,Non,Non.,Oui
"Ligue 1 : DAZN va être disponible sur Canal+, Orange, Free, SFR et Bouygues Telecom, mais sans promotion tarifaire !","Le nouveau diffuseur majeur de la Ligue 1, DAZN, a trouvé des accords avec les quatre opérateurs télécoms mais aussi avec le groupe Canal, pour distribuer son offre. Même chose pour beIN SPORTS.",https://www.clubic.com/actualite-534830-ligue-1-dazn-va-etre-disponible-sur-canal-orange-free-sfr-et-bouygues-telecom-mais-sans-promotion-tarifaire.html,Oui,Non,Oui
"Jean-François Fallacher (Orange France) : Orange, leader des télécoms pendant ces JO - 14/08","Jean-François Fallacher, directeur général d'Orange France, était l'invité de Laura Cambaud dans Good Morning Business, ce mercredi 14 août. Ils ont abordé le bilan des Jeux olympiques de Paris avec Orange, le partenaire officiel et exclusif de l'événement dans le domaine des télécommunications, sur BFM Business. Retrouvez l'émission du lundi au vendredi et réécoutez la en podcast.",https://www.bfmtv.com/economie/replay-emissions/good-morning-business/jean-francois-fallacher-orange-france-orange-leader-des-telecoms-pendant-ces-jo-14-08_VN-202408140185.html,Oui,Non,Oui
"Fibre, ADSL : quelle est la meilleure offre Internet fixe en 2024 ?","Choisir un abonnement internet peut rapidement devenir un véritable casse-tête. Avec la multitude de fournisseurs (Orange, SFR, Free, Bouygues, etc.), des offres qui évoluent sans cesse, et des technologies dissimulées derrière des termes techniques, il est facile de se sentir dépassé. Que vous ayez besoin d'une connexion optimale pour le streaming, le télétravail ou simplement pour surfer sur le Web sans lenteur, notre comparateur de box internet et notre FAQ mise à jour vous guideront vers le choix idéal.",https://www.numerama.com/tech/275660-adsl-fibre-vdsl-comment-bien-choisir-son-fai-et-son-abonnement-internet-fixe.html,Non,Non.,Non
Une importante panne touche les réseaux Orange et SFR dans le nord de la Somme,"Les réseaux téléphoniques Orange et SFR sont coupés ce mardi soir dans le nord de la Somme, dans le secteur de Doullens. Les appels aux secours sont également perturbés, la préfecture invite à faire le 112 et non le 18.",https://www.francebleu.fr/infos/societe/une-importante-panne-touche-les-reseaux-orange-et-sfr-dans-le-nord-de-la-somme-8374930,Non,Non.,Oui
Loire. Ils avaient braqué la boutique Orange de Montbrison : 18 mois de prison ferme,"Le 2 mars à 9 h 20, la boutique Orange de Montbrison était braquée. 114 téléphones et du numéraire étaient volés. Trois individus, interpellés le 26 juin, viennent d’être jugés.",https://www.leprogres.fr/faits-divers-justice/2024/08/06/ils-avaient-braque-la-boutique-orange-18-mois-de-prison-ferme,Non.,Non.,Oui
La connexion 5G de Bouygues Telecom flashée à 661 Mbit/s à Paris pendant les JO de Paris,"Bouygues Telecom a été désigné opérateur le plus rapide en téléchargement en 5G à Paris pendant les Jeux olympiques, par un spécialiste des réseaux sans fil. Free et Orange ne sont pas si loin que ça.",https://www.clubic.com/actualite-534338-la-connexion-5g-de-bouygues-telecom-flashee-a-661-mbit-s-a-paris-pendant-les-jo-de-paris.html,Non,Non.,Oui
Transports. Chassé-croisé : 150 km de bouchons sur l'A7 en ce samedi noir,"Il est l'heure des retours et des départs en vacances. Pour ce week-end de chassé-croisé, la circulation sera difficile sur l'ensemble du territoire, notamment sur l'A7, entre Lyon et Orange. Bison Futé classe « noir » la journée de ce samedi 3 août.",https://www.leprogres.fr/transport/2024/08/03/chasse-croise-vos-conditions-de-circulation-autour-de-lyon-en-ce-samedi-noir,Non,Non,Non
"Au théâtre antique d’Orange, des comédiens remplacent les audioguides pour le plus grand plaisir des visiteurs",,https://www.leparisien.fr/vaucluse-84/au-theatre-antique-dorange-des-comediens-remplacent-les-audioguides-pour-le-plus-grand-plaisir-des-visiteurs-02-08-2024-FCJ63OVDHRHPBPPUXO5QME47HY.php,Non,Non,Non
Les données mobiles chez Orange et SFR ont explosé au moment du sacre de Léon Marchand aux JO,"Le triple champion olympique Léon Marchand fait exploser les compteurs des opérateurs Orange et SFR. Lors de ses deux sacres de mercredi, ils ont chacun enregistré un pic, record, de trafic mobile.",https://www.clubic.com/actualite-534174-les-donnees-mobiles-chez-orange-et-sfr-ont-explose-au-moment-du-sacre-de-leon-marchand-aux-jo.html,Non.,Non.,Oui
Jeux olympiques: Léon Marchand fait exploser les compteurs de l’opérateur Orange,"INFO LE FIGARO - L’opérateur télécoms, partenaire de l’événement, a enregistré un trafic record sur son réseau mobile mercredi lors des finales du nageur. La cérémonie d’ouverture a également généré un trafic particulièrement dense.",https://www.lefigaro.fr/secteur/high-tech/jeux-olympiques-leon-marchand-fait-exploser-les-compteurs-de-l-operateur-orange-20240801,Non,Non.,Oui
"""J’ai peur pour la santé de ma cliente"" : le cas de la secrétaire d’Orange, au placard depuis 20 ans, n’est toujours pas régularisé","Payée à ne rien faire depuis 2004, elle a déposé plainte contre Orange et plusieurs de ses dirigeants. Son avocat appelle l’opérateur à ""rétablir la dignité de sa cliente"".",https://www.ladepeche.fr/2024/08/01/jai-peur-pour-la-sante-de-ma-cliente-le-cas-de-la-secretaire-dorange-au-placard-depuis-20-ans-nest-toujours-pas-regularise-12113440.php,Non,Non,Oui
"Orange. « Toute la famille est inquiète » : disparition d’un jeune père de famille, une enquête ouverte","Habitant d’Orange depuis quelques mois, Christopher n’a plus donné signe de vie à son entourage depuis le 19 juillet. Son frère témoigne de son angoisse et ne souhaite que de le retrouver au plus vite alors que la police enquête.",https://www.ledauphine.com/faits-divers-justice/2024/07/31/toute-la-famille-est-inquiete-disparition-d-un-jeune-pere-de-famille-une-enquete-ouverte,Non,Non.,Non
Orange perd moins d'abonnés Livebox,"La perte globale d'abonnés Livebox n'est pas enrayée pour Orange en France, même si elle s'atténue. Sosh attire du monde sur le mobile.",https://www.generation-nt.com/actualites/livebox-orange-resultats-france-2049256,Oui,Non.,Oui
Braquage du Orange de Boé : des interpellations ont eu lieu dans la Creuse,"Une partie des braqueurs du magasin Orange de Boé a été interpellée samedi 13 juillet après avoir commis un vol à main armée dans une boutique de téléphonie à Guéret, dans la Creuse.",https://www.ladepeche.fr/2024/07/26/braquage-du-orange-de-boe-des-interpellations-ont-eu-lieu-dans-la-creuse-12104762.php,Non,Non.,Oui
"Calvados: 300 mètres de câbles en cuivre dérobés près de Caen, une plainte déposée","Un vol de câbles en cuivre s'est produit dans le Calvados, dans la nuit de mercredi 24 juillet à jeudi 25 juillet. Les connexions de 226 clients sont affectées. Une plainte a été déposée par Orange.",https://www.bfmtv.com/normandie/calvados-300-metres-de-cables-en-cuivre-derobes-pres-de-caen-une-plainte-deposee_AN-202407250688.html,Non,Non.,Oui
Orange réalise un bon premier semestre porté par des augmentations de prix ciblées,"L’opérateur français vient de publier un chiffre d’affaires semestriel de 19,83 milliards d’euros, en légère hausse de 1,5%, et parvient enfin à stabiliser sa rentabilité. Une bonne situation financière qui s’explique surtout par des augmentations de prix face à l’inflation, moins générales mais davantage ciblées. Orange annonce aussi entrer en négociations exclusives pour la création d’un véhicule commun sur les réseaux fibre en Espagne avec Vodafone.",https://www.usine-digitale.fr/editorial/orange-realise-un-bon-premier-semestre-porte-par-des-augmentations-de-prix-ciblees.N2216653,Oui,Non.,Oui
"Lebara, l'opérateur à petits prix, dit ""au revoir"" à Orange, bascule sur le réseau SFR et propose enfin la 5G","L'opérateur mobile virtuel Lebara France a choisi de basculer, dès jeudi, sur le réseau SFR et en 5G pour la couverture mobile de ses clients. Jusqu'à maintenant, il passait par celui d'Orange.",https://www.clubic.com/actualite-533634-lebara-operateur-a-petits-prix-dit-au-revoir-a-orange-bascule-sur-le-reseau-sfr-et-propose-enfin-la-5G.html,Non,Non.,Oui
"Paris 2024 - Football. Real Madrid, héroïne de la finale d'un Euro... Cinq choses à savoir sur la Vauclusienne Maëlle Lakrar","Sélectionnée par Hervé Renard en équipe de France pour le tournoi olympique, Maëlle Lakrar va découvrir les JO à Paris. Voici cinq choses à savoir sur la joueuses originaire d'Orange avant le premier match des Bleues ce jeudi (21h) contre la Colombie.",https://www.ledauphine.com/jeux-olympiques/2024/07/25/real-madrid-heroine-de-la-finale-d-un-euro-cinq-choses-a-savoir-sur-la-vauclusienne-maelle-lakrar,Non.,Non,Non
Orange et Vodafone comptent mutualiser leurs réseaux Internet fixes en Espagne,"Les deux cadors des télécoms entendent créer une société qui accueillera une partie de leurs réseaux Internet fixes respectifs de l’autre côté des Pyrénées. Celle-ci couvrira environ 11,5 millions de locaux. Orange Espagne en détiendra 50%, contre 10% pour Vodafone Spain. Son capital sera ouvert à un « partenaire financier », probablement un fonds d’infrastructures, à hauteur de 40%.",https://www.latribune.fr/technos-medias/telecoms/orange-et-vodafone-comptent-mutualiser-leurs-reseaux-internet-fixes-en-espagne-1003001.html,Oui,Non,Oui
Orange se stabilise grâce à l'Afrique et le Moyen-Orient,"Le groupe français de Télécoms a publié des résultats stables au premier semestre. Mais ce sont surtout l'Afrique et le Moyen-Orient qui ont tiré les performances du groupe, alors que les ventes ont affiché un coup de mou en Europe.",https://www.latribune.fr/technos-medias/telecoms/orange-se-stabilise-grace-a-l-afrique-et-le-moyen-orient-1002975.html,Oui,Non.,Oui
Orange poursuit sa course de fond pour consolider ses positions,"L’opérateur télécoms historique publie un chiffre d’affaires trimestriel en légère hausse, à 19,4 milliards d’euros.",https://www.lefigaro.fr/secteur/high-tech/orange-poursuit-sa-course-de-fond-pour-consolider-ses-positions-20240724,Oui,Non.,Oui
Orange confirme ses objectifs annuels après des résultats en hausse,"Le groupe de télécoms a enregistré une progression de son principal indicateur de rentabilité de 3,7% au premier semestre, conformément aux attentes des analystes.",https://www.agefi.fr/news/entreprises/orange-confirme-ses-objectifs-annuels-apres-des-resultats-en-hausse,Oui,Non.,Oui
"Sosh : forfait mobile 100 Go à moins de 10 €, la filiale low cost d'Orange n'a jamais fait mieux !","Les opérateurs se livrent actuellement à une véritable guerre des prix, pour le plus grand bonheur des futurs clients. Aujourd'hui, focus sur l'excellente offre de Sosh, avec 100 Go à moins de 10 € et sur le meilleur réseau mobile à savoir celui d'Orange !",https://www.generation-nt.com/actualites/forfait-mobile-sosh-100-go-2049212,Non,Non,Oui
Ce forfait Sosh de 100 Go avec le réseau Orange est à moins de 10 €/mois,"[Deal du jour] Sosh, l’opérateur low-cost d’Orange, propose des forfaits intéressants pour les vacances d'été, dont le forfait mobile 100 Go à moins de 10 € par mois. Une bonne offre pour un forfait équilibré, avec 20 Go de données 4G à utiliser en Europe.",https://www.numerama.com/tech/1779436-ce-forfait-sosh-de-100-go-avec-le-reseau-orange-est-a-moins-de-10-e-mois.html,Non,Non.,Oui
Orange TV arrive sur Android et Apple TV … faut-il se débarrasser du décodeur ?,"En bêta depuis quelques mois, l’application Orange TV est désormais disponible en version finale sur Android TV et Apple TV. Qu’est-ce que ça change vraiment pour les abonnés aux services d’Orange ? On vous résume ça dans les lignes qui suivent.",https://www.clubic.com/actualite-533355-orange-tv-arrive-sur-android-et-apple-tv-faut-il-se-debarrasser-du-decodeur.html,Non.,Non.,Oui
L'application Orange TV débarque sur Android et Apple TV,Le début de l'ère post-décodeur TV chez Orange ? L'application Orange TV signe son arrivée sur Android TV et Apple TV.,https://www.generation-nt.com/actualites/orange-tv-application-android-apple-tvos-2049158,Non,Non,Oui
Orange arrive sur Apple TV pour regarder la TV sans décodeur,L'application Orange TV est disponible sur Apple TV et Android TV. Il faudra en revanche payer 5 euros par mois pour bénéficier du service. ,https://www.bfmtv.com/tech/actualites/telecoms/orange-arrive-sur-apple-tv-pour-regarder-la-tv-sans-decodeur_AV-202407220396.html,Non,Non.,Oui
JO/Cyber : Atos et Orange sur le pied de guerre,La dernière panne informatique mondiale est une piqûre de rappel pour Atos et Orange. Les deux groupes français n'ont pas le droit à l'erreur pour assurer la sécurité informatique des Jeux Olympiques.,https://www.bfmtv.com/economie/jo-cyber-atos-et-orange-sur-le-pied-de-guerre_VN-202407220141.html,Oui,Non,Oui
"Valorant : deuxième titre consécutif pour Fnatic, vainqueur de Vitality à Berlin","Fnatic a remporté ce samedi à Berlin le Stage 2 du VCT EMEA, l'élite régionale de Valorant. Déjà lauréats du premier segment de l'année en mai dernier, les Orange et Noir ont cette fois dominé Vitality en finale, sur le score de 3-1.",https://www.lequipe.fr/Esport/Actualites/Valorant-deuxieme-titre-consecutif-pour-fnatic-vainqueur-de-vitality-a-berlin/1484006,Non,Non.,Non
"Splendide, c’est le nom de ce forfait 5G 130 Go à moins de 10 €/mois, et c’est vraiment splendide","[Deal du jour] Les soldes d’été se font aussi sur les forfaits, comme chez YouPrice qui propose un très bon forfait sur le réseau Orange, avec 130 Go de data en 5G, à moins de 10 € par mois. Un prix imbattable pour les soldes.",https://www.numerama.com/tech/1778178-splendide-cest-le-nom-de-ce-forfait-5g-130-go-a-moins-de-10-e-mois-et-cest-vraiment-splendide.html,Non,Non.,Oui
"""Quand on joue avec la personne qu’on aime on a un double stress"" : le couple star de l’opéra, Roberto Alagna et Aleksandra Kurzak, se confie","La soprano polonaise Aleksandra Kurzak et le ténor franco-italien Roberto Alagna se produisent pour la première fois ensemble en France dans une Tosca en version concert aux Chorégies d’Orange, ce 22 juillet, pour...",https://www.midilibre.fr/2024/07/21/quand-on-joue-avec-la-personne-quon-aime-on-a-un-double-stress-le-couple-star-de-lopera-roberto-alagna-et-aleksandra-kurzak-se-confie-12090204.php,Non,Non,Non
A quoi sert cette mystérieuse “voiture hérisson” qui a circulé début juillet dans les rues des Sables-d’Olonne ?,"Développée par la société française de télécommunications Orange, une voiture hérisson s’est promenée dans les rues des Sables d’Olonne pour y tester le réseau en centre ville et sur le remblai.",https://www.science-et-vie.com/nature-et-environnement/a-quoi-sert-cette-mysterieuse-voiture-herisson-qui-a-circule-debut-juillet-dans-les-rues-des-sables-dolonne-172424.html,Non,Non.,Oui
Découvrez l'élégance et la richesse des vins Châteauneuf-du-Pape,"Entre Avignon et Orange, s'étend le prestigieux vignoble de Châteauneuf-du-Pape, un terroir unique de 3200 hectares produisant des vins d'exception depuis des siècles. Située au cœur de la vallée du Rhône, cette appellation est renommée pour ses vins rouges puissants et ses vins blancs aromatiques. La Vinothèque de Bordeaux vous invite à explorer ces trésors vinicoles et à les découvrir depuis chez vous grâce à leur sélection en ligne.",https://www.latribune.fr/supplement/decouvrez-l-elegance-et-la-richesse-des-vins-chateauneuf-du-pape-1002652.html,Non,Non.,Non
"Julien Gaona, le créateur du Positiv'Festival à Orange, fier du patrimoine historique du Vaucluse.","Julien est né ici, sur des terres qu'il admire et dont il est fier. La culture est sa raison de vivre.",https://www.francebleu.fr/emissions/enfant-du-pays/julien-gaona-le-createur-du-positiv-festival-a-orange-fier-du-patrimoine-historique-du-vaucluse-4591219,Non,Non,Non
"C’est dans le Vaucluse, que l’on trouve les Chorégies d’Orange, le plus ancien festival de France","Du 14 juin au 22 juillet, le Vaucluse vibre au rythme de la musique lyrique avant les Chorégies d’Orange.
Créé en 1869, il s’agit du plus ancien festival français.
Le ""Mur"" de scène du Théâtre antique dans lequel il se tient confère au son une pureté et une qualité incroyable.",https://www.tf1info.fr/culture/c-est-dans-le-vaucluse-que-l-on-trouve-les-choregies-d-orange-le-plus-ancien-festival-de-france-2308750.html,Non,Non.,Non
Comment Orange se prépare pour les Jeux olympiques,"Comment Orange se prépare pour les Jeux olympiques

Orange sera l'unique opérateur en charge du trafic mobile et des flux de données pour les JO de Paris 2024. Un challenge énorme, l'équivalent de ""32 Coupes du monde de foot en même temps"".",https://www.bfmtv.com/economie/comment-orange-se-prepare-pour-les-jeux-olympiques_VN-202407150162.html,Oui,Non.,Oui
"C’est le retour de la Box Internet Sosh à moins de 16 €/mois, la fibre la plus abordable du marché","[Deal du jour] Si vous n’êtes toujours pas passé à la fibre ou si vous souhaitez économiser sur votre abonnement, Sosh, l’opérateur low cost d’Orange, propose la fibre la moins chère sur le marché. La Boîte Sosh revient en effet à moins de 16 € par mois.",https://www.numerama.com/tech/1773306-cest-le-retour-de-la-box-internet-sosh-a-moins-de-16-e-mois-la-fibre-la-plus-abordable-du-marche.html,Non,Non.,Oui
"Tour de France en Ariège : ""C’était un gros challenge"", le défi technique d’une arrivée au Plateau de Beille","C’est un véritable village qui va s’installer au Plateau de Beille le 14 juillet. Entre la mise en place des nombreux camions et la création d’un réseau fibre, les responsables du Tour de France et d’Orange ont relevé...",https://www.ladepeche.fr/2024/07/11/tour-de-france-en-ariege-cetait-un-gros-challenge-le-defi-technique-dune-arrivee-au-plateau-de-beille-12071228.php,Non.,Non.,Oui
VIDÉO - Six sépultures du Néolithique découvertes à Orange,"Des archéologues procèdent à des fouilles depuis bientôt deux mois le long du tracé de la future déviation à Orange, dans le champs d'un agriculteur. Ils trouvé six sépultures datant du Néolithique, soit environ 3000 ans avant J-C, au lieu dit la Baussenque.",https://www.francebleu.fr/culture/patrimoine/video-six-sepultures-du-neolithique-decouvertes-a-orange-1303868,Non.,Non.,Non
Réseau mobile: voici l'opérateur qui propose le meilleur débit,"Orange, qui mise sur un réseau bien supérieur à ses concurrents, n'est plus tout à fait le meilleur opérateur dans le dernier baromètre nPerf.",https://www.bfmtv.com/tech/actualites/telecoms/reseau-mobile-voici-l-operateur-qui-propose-le-meilleur-debit_AV-202407100385.html,Non,Non.,Oui
Good Evening Business : Partie 1 - 09/07,"Ce mardi 9 juillet, Jean-Baptiste Huet, envoyé spécial BFM Business, Thomas Sasportas, journaliste BFM Business, Étienne Bracq, journaliste BFM Business, Christel Heydemann, directrice générale du groupe Orange, Frédéric Simottel, éditorialiste Tech, Pascal de Lima, chef économiste chez CGI Business Consulting, et Léonidas Kalogeropoulos, PDG de Médiation & Arguments et fondateur, étaient les invités dans la première partie de l'émission Good Evening Business présentée par Guillaume Paul et Audrey Tcherkoff. Good Evening Business est à voir ou écouter du lundi au jeudi sur BFM Business.",https://www.bfmtv.com/economie/replay-emissions/good-evening-business/good-evening-business-partie-1-09-07_VN-202407090749.html,Non,Non,Oui
"Christel Heydemann (Orange) : ""Orange n'est pas plus cher"" - 09/07","Ce mardi 9 juillet, Christel Heydemann, directrice générale du groupe Orange, a abordé sa feuille de route, la stratégie d'Orange face au climat politique français, à ses concurrents et à la guerre des prix, ses préparatifs pour les JO et l'état des télécoms dans l'UE, dans La grande interview dans l'émission Good Evening Business présentée par Hedwige Chevrillon. Good Evening Business est à voir ou écouter du lundi au jeudi sur BFM Business.",https://www.bfmtv.com/economie/replay-emissions/good-evening-business/christel-heydemann-orange-orange-n-est-pas-plus-cher-09-07_VN-202407090728.html,Oui,Non.,Oui
"""L'Everest des télécoms"": comment Orange se prépare à la cérémonie d'ouverture des Jeux olympiques","L'opérateur français sera seul pour couvrir l'ensemble des JO de Paris, depuis la cérémonie jusqu'à la clôture. ""Un challenge"" reconnait sa patronne Christel Heydemann sur BFM Business.",https://rmcsport.bfmtv.com/jeux-olympiques/business/l-everest-des-telecoms-comment-orange-se-prepare-a-la-ceremonie-d-ouverture-des-jeux-olympiques_AN-202407090504.html,Non,Non.,Oui
"Orange, opérateur majeur des JO","Orange, opérateur majeur des JO

Orange sera le seul opérateur des JO de Paris 2024

Christel Heydemann, directrice générale d'Orange
Hedwige Chevrillon",https://www.bfmtv.com/economie/orange-operateur-majeur-des-jo_VN-202407090699.html,Oui,Non (le fait que Orange sera l'opérateur des JO de Paris 2024 n'est pas pertinent pour l'entreprise).,Oui
Christel Heydemann est l'invitée de La Grande Interview,"Christel Heydemann est l'invitée de La Grande Interview

Christel Heydemann, directrice générale d'Orange, est l'invitée de La Grande Interview d'Hedwige Chevrillon",https://www.bfmtv.com/economie/christel-heydemann-est-l-invitee-de-la-grande-interview_VL-202407090693.html,Non.,Non.,Oui
Comment Orange Business incube ses innovations au stade Vélodrome,"""L’Orange 5G Lab"" utilise le stade de l’Olympique de Marseille comme une plateforme d’expérimentation et d’innovation. Exemples…",https://www.usine-digitale.fr/article/comment-orange-business-incube-ses-innovations-au-stade-velodrome.N2215929,Oui,Non.,Oui
"Meilleurs débits de l'Internet mobile : il y a match entre Orange, SFR et Bouygues Telecom","Bouygues Telecom, SFR et Orange ont proposé à leurs abonnés les meilleures performances globales de l'Internet mobile sur les six premiers mois de l'année, selon le baromètre nPerf publié lundi. Free est plus en retrait.",https://www.clubic.com/actualite-531822-meilleurs-debits-de-l-internet-mobile-il-y-a-match-entre-orange-sfr-et-bouygues-telecom.html,Oui.,Non.,Oui
Qui sont les opérateurs qui offrent la 5G gratuitement en France ?,"Cet été, plusieurs opérateurs ont décidé d'intégrer gratuitement la 5G dans leurs forfaits. C'est le cas d'Orange, qui propose une opération Jeux olympiques, ou de SFR, qui a annoncé que la 5G serait désormais gratuite pour tout le monde. Free avait été le premier à l'intégrer dès 2020.",https://www.numerama.com/tech/1772226-qui-sont-les-operateurs-qui-offrent-la-5g-gratuitement-en-france.html,Non.,Non,Oui
"Comment recevoir France 2 UHD, la chaîne qui va diffuser les Jeux olympiques de Paris en 4K ?","Lancées sous la forme d'une expérimentation en janvier 2024, les chaînes France 2 UHD et France 3 UHD propulsent le service public dans l'ère de la 4K, avec une diffusion native de certains programmes et de l'upscaling le reste du temps. Tous les opérateurs (Orange, Free, SFR, Bouygues…) la proposeront pendant les JO.",https://www.numerama.com/tech/1771686-comment-recevoir-france-2-uhd-la-chaine-qui-va-diffuser-les-jeux-olympiques-de-paris-en-4k.html,Non,Non.,Oui
"Les prix des forfaits mobiles sont en baisse : Free, Orange, SFR, Bouygues Telecom… quels sont les moins chers ?","Le moment est peut-être venu de changer d’opérateur de téléphonie mobile, car le prix des forfaits est en chute libre. La Dépêche vous aide à faire votre choix.",https://www.ladepeche.fr/2024/07/05/free-orange-sfr-bouygues-telecom-les-prix-des-forfaits-mobiles-sont-en-baisse-quels-sont-les-moins-chers-12060580.php,Non,Non.,Oui
"YouPrice : le forfait Incroyable 140 Go 5G sur réseau Orange à 9,99 € pour une durée limitée !",Vous cherchez un forfait mobile généreux avec la 5G incluse à un prix abordable ? Profitez vite de l'offre YouPrice sur son forfait l'Incroyable de 140 Go à moins de 10 euros et sur réseau Orange !,https://www.generation-nt.com/actualites/forfait-mobile-youprice-140-go-5g-reseau-orange-sfr-pas-cher-2048660,Non,Non.,Oui
Haut débit en Haute Bigorre : le basculement du cuivre vers la fibre approche à grands pas,"Le déploiement de la fibre très haut débit touche bientôt à sa fin dans les Hautes-Pyrénées. Avec plus de 90 % des logements déjà éligibles (100 % d’ici fin 2024), Orange va remplir son contrat dans le délai...",https://www.ladepeche.fr/2024/07/03/haut-debit-en-haute-bigorre-le-basculement-du-cuivre-vers-la-fibre-approche-a-grands-pas-12055451.php,Non,Non.,Oui
"Vous ne rêvez pas, ce forfait 5G 140 Go sur le réseau Orange est à moins de 10 € par mois","[Deal du jour] Les soldes d'été se font aussi sur les forfaits. L’opérateur virtuel YouPrice propose un très bon forfait sur le réseau Orange, avec 140 Go de data en 5G, à moins de 10 € par mois. Un prix imbattable pour un forfait généreux.",https://www.numerama.com/tech/1770090-vous-ne-revez-pas-ce-forfait-5g-140-go-sur-le-reseau-orange-est-a-moins-de-10-e-par-mois.html,Non,Non.,Oui
"Ouragan Béryl : en images, les effets collatéraux en Martinique… les vigilances sont maintenues par Météo France","L'ouragan Béryl de catégorie 4 se trouve à cette heure en mer des Caraïbes, après que son centre a traversé Carriacou, aux Grenadines. ""Bien qu'il soit situé à environ 200 kilomètres de la Martinique, des bandes pluvieuses ont circulé sur notre île, en donnant des inondations par endroits"" signale Météo France. Les vigilances Orange pour ""vagues-submersion"" et Jaune pour ""fortes pluies, orages et Vents violents"" sont toujours en vigueur en fin de journée.",https://la1ere.francetvinfo.fr/martinique/ouragan-beryl-en-images-les-effets-collateraux-en-martinique-les-vigilances-sont-maintenues-par-meteo-france-1502264.html,Non,Non,Non
"« Orange mécanique », les malheurs d’Alex","Portée par la virtuosité et l’ironie de Stanley Kubrick, cette fable d’anticipation seventies encapsule toutes les violences du XXe siècle. Ce soir à 22h50 sur Arte.",https://www.nouvelobs.com/teleobs/20240701.OBS90518/orange-mecanique-les-malheurs-d-alex.html,Non,Non.,Non
Sosh lance 2 nouveaux forfaits mobiles très intéressants !,"Décidément, les opérateurs mobiles ont décidé de relancer la guerre des prix et des nouveautés sur un marché plutôt calme ces derniers mois. Sosh lance ainsi deux nouveaux forfaits mobiles très bien positionnés, utilisant l'excellent réseau mobile sans limitation de sa maison mère Orange.",https://www.generation-nt.com/actualites/forfait-mobile-sosh-2048555,Oui,Non.,Oui
Comment activer la 5G gratuite sur son forfait Orange ou Sosh ?,"Jusqu'au 8 septembre, Orange offre gratuitement la 5G à ses clients 4G. L'opérateur a mis en ligne un formulaire pour réclamer l'activation de la 5G sur son smartphone manuellement.",https://www.numerama.com/tech/1768778-comment-activer-la-5g-gratuite-sur-son-forfait-orange-ou-sosh.html,Non,Non.,Oui
